Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
55,6,3,0,1,True,False,False,True,False
60,8,3,0,0,False,True,False,False,True
34,6,1,1,1,False,False,True,True,False
25,3,1,0,1,True,False,False,False,True
39,7,2,1,1,False,False,True,False,True
39,7,1,0,0,False,False,True,True,False
46,1,1,1,1,True,False,False,True,False
67,6,2,1,1,False,False,True,False,True
29,1,1,1,1,False,False,True,True,False
29,6,1,1,0,True,False,False,False,True
34,8,1,1,0,False,False,True,False,True
46,1,1,1,1,True,False,False,True,False
25,9,2,0,1,False,False,True,False,True
60,8,1,1,1,False,False,True,False,True
40,0,2,1,1,False,True,False,False,True
42,0,2,1,0,False,True,False,False,True
33,7,1,0,1,True,False,False,False,True
63,0,2,0,1,False,False,True,False,True
47,6,1,0,1,True,False,False,True,False
27,6,2,1,1,False,False,True,True,False
43,9,2,1,1,True,False,False,False,True
41,0,2,0,0,True,False,False,True,False
36,5,2,1,0,False,False,True,False,True
26,8,1,1,0,False,True,False,True,False
33,9,2,0,0,False,False,True,True,False
59,5,1,1,1,True,False,False,False,True
32,4,1,1,0,False,False,True,True,False
29,2,2,1,0,True,False,False,False,True
18,5,2,0,1,False,True,False,False,True
36,7,2,0,1,True,False,False,False,True
56,9,1,0,0,False,True,False,False,True
25,3,1,1,0,False,True,False,False,True
27,4,1,1,0,True,False,False,False,True
34,6,2,1,1,True,False,False,True,False
38,8,1,0,0,False,True,False,False,True
44,6,2,0,1,True,False,False,False,True
32,6,1,1,1,True,False,False,False,True
43,5,4,1,1,False,True,False,False,True
29,10,1,0,1,True,False,False,False,True
35,8,2,1,1,True,False,False,False,True
92,1,2,1,1,True,False,False,False,True
37,3,3,0,0,False,False,True,True,False
38,4,1,1,0,True,False,False,False,True
32,7,1,1,0,False,False,True,True,False
31,3,2,1,0,True,False,False,False,True
39,5,2,0,0,True,False,False,False,True
37,7,2,1,0,False,False,True,True,False
37,9,2,1,0,False,True,False,True,False
58,5,1,1,1,True,False,False,False,True
29,3,2,1,1,True,False,False,False,True
35,6,1,0,1,True,False,False,False,True
25,7,2,1,1,True,False,False,False,True
33,1,2,0,1,True,False,False,False,True
43,5,3,1,1,True,False,False,True,False
50,6,2,1,1,True,False,False,True,False
33,9,2,1,0,False,True,False,False,True
46,5,1,1,1,True,False,False,False,True
38,5,2,1,0,True,False,False,False,True
42,1,2,0,1,True,False,False,True,False
39,8,2,0,0,False,False,True,False,True
42,7,2,1,1,True,False,False,False,True
27,8,1,1,1,True,False,False,True,False
39,5,2,1,0,False,False,True,True,False
48,6,1,0,1,True,False,False,True,False
48,9,2,1,1,True,False,False,True,False
39,9,2,1,0,True,False,False,True,False
24,6,1,1,1,True,False,False,False,True
36,8,2,0,0,False,False,True,True,False
57,1,1,0,0,True,False,False,True,False
38,7,1,1,1,False,False,True,False,True
25,7,1,1,1,False,True,False,False,True
33,2,1,1,1,True,False,False,False,True
28,8,2,0,0,False,False,True,False,True
34,7,1,0,1,False,False,True,False,True
42,9,1,1,0,True,False,False,False,True
22,4,1,1,1,True,False,False,True,False
36,5,2,1,0,False,True,False,False,True
34,1,2,1,0,True,False,False,True,False
37,9,2,1,1,True,False,False,True,False
61,5,1,0,0,True,False,False,False,True
26,7,1,0,0,True,False,False,False,True
29,0,2,1,0,True,False,False,True,False
19,4,1,1,1,False,False,True,False,True
32,4,2,1,1,True,False,False,True,False
37,6,2,0,1,True,False,False,False,True
34,3,1,1,1,False,True,False,False,True
42,7,1,1,1,True,False,False,False,True
42,7,2,1,0,False,False,True,False,True
40,8,2,0,1,True,False,False,True,False
38,9,2,0,1,True,False,False,True,False
40,1,3,0,1,True,False,False,False,True
18,4,2,1,1,True,False,False,False,True
42,1,2,1,1,False,False,True,True,False
51,7,1,0,1,False,True,False,True,False
81,6,2,1,1,True,False,False,True,False
34,1,2,1,1,True,False,False,False,True
27,8,2,0,0,False,False,True,True,False
22,9,1,1,1,True,False,False,False,True
70,6,2,1,1,False,True,False,False,True
22,2,2,1,1,True,False,False,True,False
42,6,1,1,0,True,False,False,False,True
34,3,2,0,0,True,False,False,False,True
38,3,2,0,1,False,True,False,False,True
30,1,1,1,1,False,False,True,False,True
30,7,1,1,0,False,True,False,False,True
33,4,2,1,1,True,False,False,False,True
35,5,2,1,1,True,False,False,False,True
31,5,1,0,1,False,False,True,False,True
59,7,2,1,0,False,True,False,True,False
42,6,2,1,1,False,False,True,True,False
35,7,2,1,1,True,False,False,False,True
49,4,2,1,1,True,False,False,False,True
30,3,1,1,0,True,False,False,True,False
60,2,1,1,1,True,False,False,False,True
64,2,2,1,1,False,True,False,True,False
44,3,1,1,0,True,False,False,True,False
37,6,2,0,1,False,True,False,True,False
28,3,1,1,1,True,False,False,False,True
46,7,1,1,1,False,False,True,False,True
24,3,1,1,0,True,False,False,True,False
40,7,1,1,0,True,False,False,True,False
56,5,1,0,1,False,False,True,False,True
39,9,1,1,0,True,False,False,True,False
27,2,2,0,1,False,True,False,False,True
32,8,1,1,1,False,True,False,True,False
40,7,2,1,1,True,False,False,True,False
38,8,1,1,1,True,False,False,False,True
41,6,2,0,1,False,True,False,False,True
26,7,2,1,0,True,False,False,True,False
49,8,1,0,0,False,True,False,False,True
30,7,2,1,1,True,False,False,False,True
43,2,2,1,0,True,False,False,False,True
43,1,1,1,1,True,False,False,True,False
48,2,2,1,1,False,True,False,True,False
58,1,2,1,1,False,False,True,False,True
72,1,2,0,1,True,False,False,False,True
34,4,2,1,1,True,False,False,True,False
34,5,2,0,0,True,False,False,False,True
34,6,1,1,1,True,False,False,True,False
27,5,2,1,0,False,True,False,False,True
27,7,2,1,1,False,False,True,True,False
39,6,1,0,0,True,False,False,True,False
38,5,1,1,1,True,False,False,True,False
37,1,1,0,0,True,False,False,False,True
45,3,2,1,1,False,False,True,False,True
41,4,1,0,0,True,False,False,True,False
32,6,2,1,1,False,False,True,False,True
27,6,1,0,1,False,True,False,True,False
24,8,1,1,1,True,False,False,True,False
34,8,2,1,1,False,False,True,False,True
35,9,2,1,0,True,False,False,False,True
36,2,1,1,1,True,False,False,True,False
51,4,3,1,1,True,False,False,False,True
43,9,1,1,0,True,False,False,False,True
50,4,2,1,1,True,False,False,True,False
40,5,1,1,1,True,False,False,False,True
34,7,2,1,1,False,True,False,True,False
49,7,1,0,0,True,False,False,False,True
41,8,1,1,0,False,True,False,True,False
47,8,1,1,0,True,False,False,True,False
48,2,1,1,0,True,False,False,False,True
33,1,2,0,0,True,False,False,False,True
29,7,2,1,1,True,False,False,False,True
47,1,1,0,0,False,False,True,False,True
34,6,2,1,1,True,False,False,True,False
38,4,1,1,1,True,False,False,False,True
35,7,1,1,1,False,True,False,False,True
25,8,2,1,0,False,True,False,True,False
59,2,2,1,1,False,False,True,True,False
32,8,2,0,0,True,False,False,False,True
44,3,4,0,1,True,False,False,False,True
58,6,2,0,1,False,False,True,False,True
32,9,2,1,0,False,True,False,False,True
77,8,1,1,1,False,False,True,False,True
39,5,2,1,1,False,True,False,False,True
33,2,1,1,1,True,False,False,False,True
33,4,1,1,0,True,False,False,False,True
37,2,1,0,1,True,False,False,False,True
48,5,1,1,0,True,False,False,True,False
43,2,1,1,1,True,False,False,True,False
45,0,1,1,0,True,False,False,False,True
38,2,1,1,0,False,False,True,True,False
35,8,2,1,1,True,False,False,True,False
52,10,1,0,0,False,True,False,False,True
48,6,1,1,0,False,False,True,True,False
59,4,1,1,1,False,False,True,False,True
48,7,1,1,1,True,False,False,True,False
26,4,2,1,0,False,True,False,False,True
39,7,2,1,0,False,True,False,True,False
38,8,1,0,0,True,False,False,True,False
18,6,2,1,1,True,False,False,False,True
44,6,2,1,1,True,False,False,True,False
44,2,2,1,0,False,False,True,True,False
52,0,1,1,0,False,False,True,True,False
39,0,1,1,0,False,True,False,True,False
36,0,2,1,0,True,False,False,False,True
28,5,3,0,1,False,True,False,True,False
25,5,2,1,0,False,True,False,True,False
27,6,1,1,0,False,True,False,False,True
45,6,1,1,0,False,False,True,True,False
40,9,1,1,0,True,False,False,False,True
33,0,2,0,0,True,False,False,False,True
33,5,1,0,1,True,False,False,True,False
44,6,2,1,1,True,False,False,False,True
42,9,1,1,0,False,True,False,True,False
29,4,1,0,1,False,False,True,True,False
38,6,2,0,0,True,False,False,True,False
31,1,2,1,0,True,False,False,False,True
58,2,2,1,1,False,False,True,True,False
38,3,1,1,0,True,False,False,False,True
40,0,1,1,1,False,False,True,True,False
27,7,1,1,1,True,False,False,False,True
29,2,2,1,1,True,False,False,False,True
40,7,2,0,0,True,False,False,True,False
34,8,1,1,0,True,False,False,False,True
46,4,2,1,1,False,True,False,True,False
35,4,1,1,1,False,False,True,False,True
48,6,2,1,1,False,False,True,True,False
36,2,2,1,1,False,True,False,True,False
40,4,1,1,0,False,False,True,True,False
36,1,1,1,0,False,False,True,True,False
47,1,1,1,1,False,True,False,False,True
37,5,2,1,1,True,False,False,False,True
61,1,1,1,0,True,False,False,True,False
49,7,3,1,1,False,True,False,False,True
35,1,2,1,1,False,True,False,False,True
41,2,1,1,1,True,False,False,True,False
31,2,2,1,0,True,False,False,False,True
37,2,2,1,0,False,True,False,False,True
29,10,2,1,0,True,False,False,True,False
30,7,1,0,0,True,False,False,False,True
34,5,2,1,1,True,False,False,False,True
40,2,2,1,1,True,False,False,False,True
38,7,2,1,1,True,False,False,True,False
24,0,2,1,1,True,False,False,True,False
42,7,2,0,1,False,False,True,False,True
61,2,2,1,1,False,False,True,False,True
29,3,1,0,0,False,False,True,True,False
26,7,2,1,0,True,False,False,False,True
45,9,1,1,1,True,False,False,True,False
49,5,1,1,1,True,False,False,False,True
30,10,2,1,0,True,False,False,False,True
55,9,1,1,0,True,False,False,False,True
47,2,2,1,0,True,False,False,False,True
37,9,2,1,0,True,False,False,True,False
58,1,1,0,0,False,True,False,True,False
46,5,2,1,0,True,False,False,False,True
29,0,1,1,0,True,False,False,True,False
65,5,1,1,0,False,True,False,True,False
25,2,1,1,1,False,True,False,True,False
45,5,2,1,0,False,True,False,True,False
41,7,2,1,1,True,False,False,True,False
36,8,2,1,1,True,False,False,True,False
37,6,2,1,0,True,False,False,True,False
28,7,2,1,0,True,False,False,False,True
43,1,1,1,1,False,False,True,True,False
42,4,1,1,0,True,False,False,False,True
31,9,2,0,1,True,False,False,True,False
46,6,1,1,0,True,False,False,True,False
37,3,1,1,1,True,False,False,False,True
25,5,2,1,0,False,True,False,False,True
33,8,2,0,0,False,True,False,False,True
54,9,1,0,0,True,False,False,True,False
35,3,1,1,1,False,True,False,False,True
41,3,2,1,0,False,False,True,True,False
35,2,2,1,0,False,False,True,False,True
21,1,2,0,0,False,False,True,False,True
59,8,2,1,0,False,True,False,True,False
41,2,1,1,0,False,True,False,True,False
28,8,1,1,0,False,False,True,True,False
58,8,2,0,1,True,False,False,False,True
47,1,1,0,0,True,False,False,False,True
36,9,2,1,1,True,False,False,False,True
29,7,1,1,1,False,True,False,True,False
56,1,1,0,0,False,True,False,False,True
36,4,2,0,1,True,False,False,True,False
40,7,1,1,0,False,False,True,False,True
40,7,2,1,1,False,False,True,True,False
23,9,1,1,0,True,False,False,False,True
57,9,2,1,0,True,False,False,True,False
49,8,1,1,1,True,False,False,True,False
40,0,1,1,1,True,False,False,True,False
37,0,1,1,0,False,False,True,False,True
37,1,1,1,1,True,False,False,False,True
62,4,2,1,1,False,True,False,False,True
50,8,1,1,0,True,False,False,True,False
55,6,1,0,0,False,False,True,True,False
67,3,2,1,1,True,False,False,True,False
77,5,2,1,1,True,False,False,False,True
41,10,1,1,1,False,False,True,False,True
37,8,2,1,1,True,False,False,False,True
44,9,2,1,1,False,True,False,False,True
30,1,1,1,1,False,False,True,False,True
30,3,1,1,0,True,False,False,False,True
45,6,1,1,0,True,False,False,True,False
51,6,2,0,1,True,False,False,False,True
20,7,2,0,0,True,False,False,False,True
42,3,2,1,0,False,False,True,True,False
42,3,1,1,0,False,True,False,False,True
39,2,2,1,0,True,False,False,False,True
29,1,2,1,0,False,False,True,False,True
35,1,2,1,0,False,False,True,True,False
40,0,2,1,0,True,False,False,True,False
30,4,1,0,1,True,False,False,True,False
30,6,2,0,0,True,False,False,True,False
44,4,1,0,0,False,False,True,False,True
59,2,1,1,0,True,False,False,True,False
35,5,1,1,1,False,False,True,False,True
43,8,1,1,0,True,False,False,False,True
31,8,2,1,1,True,False,False,False,True
33,3,2,0,1,False,False,True,False,True
57,6,2,1,1,False,False,True,False,True
35,6,1,0,0,False,False,True,False,True
21,10,1,0,0,True,False,False,True,False
26,8,2,1,0,True,False,False,False,True
37,2,1,1,0,False,False,True,False,True
41,1,1,1,0,False,True,False,False,True
33,0,2,1,1,False,True,False,False,True
72,2,2,1,1,True,False,False,False,True
38,2,1,0,1,False,True,False,False,True
35,8,1,1,0,True,False,False,True,False
31,4,1,1,0,True,False,False,False,True
45,0,3,1,0,True,False,False,True,False
40,9,1,1,0,True,False,False,True,False
52,5,1,1,1,True,False,False,False,True
36,6,2,1,0,True,False,False,False,True
47,6,1,1,0,False,False,True,True,False
20,4,1,1,1,True,False,False,False,True
35,1,1,1,1,False,False,True,False,True
40,9,2,1,0,False,True,False,True,False
55,4,1,0,1,True,False,False,True,False
52,9,1,1,1,False,True,False,True,False
21,7,2,0,0,True,False,False,True,False
25,3,1,1,0,False,True,False,True,False
38,9,1,1,0,True,False,False,False,True
38,8,1,1,0,False,True,False,False,True
41,7,2,1,1,True,False,False,True,False
27,10,2,0,0,True,False,False,False,True
33,5,1,0,1,True,False,False,False,True
37,6,2,1,0,True,False,False,False,True
42,8,2,1,1,False,True,False,False,True
32,0,1,0,0,False,True,False,True,False
31,7,1,1,1,True,False,False,False,True
36,3,1,0,0,True,False,False,False,True
28,0,2,1,0,False,True,False,False,True
30,9,1,1,1,True,False,False,True,False
31,6,2,1,0,False,False,True,True,False
37,2,1,0,1,False,True,False,True,False
36,0,1,0,1,False,False,True,False,True
30,5,1,1,1,False,False,True,True,False
43,6,1,1,1,True,False,False,False,True
40,9,1,0,0,True,False,False,True,False
38,1,3,1,1,False,False,True,False,True
59,3,1,1,1,False,False,True,True,False
37,3,2,0,0,True,False,False,True,False
35,8,2,1,0,False,False,True,False,True
41,1,1,1,1,False,False,True,False,True
27,0,2,0,1,True,False,False,False,True
41,3,1,1,0,True,False,False,True,False
39,0,1,1,0,True,False,False,True,False
29,7,1,0,0,True,False,False,False,True
27,10,1,1,0,False,False,True,False,True
38,9,1,1,0,False,True,False,True,False
39,9,4,0,1,False,True,False,False,True
30,5,1,1,0,False,False,True,False,True
46,6,2,1,1,True,False,False,False,True
47,5,2,1,1,False,False,True,False,True
55,9,4,1,0,False,False,True,True,False
39,6,1,0,0,False,True,False,False,True
39,10,1,1,1,False,True,False,True,False
37,8,1,0,0,True,False,False,True,False
66,3,1,1,1,False,False,True,True,False
45,9,2,1,1,False,True,False,True,False
23,1,1,0,1,True,False,False,False,True
40,0,2,1,0,True,False,False,True,False
28,3,2,1,1,False,False,True,True,False
32,4,2,1,1,False,False,True,False,True
41,1,2,1,0,False,False,True,False,True
39,8,1,0,1,True,False,False,True,False
38,7,1,1,0,True,False,False,False,True
36,5,2,0,0,False,True,False,False,True
57,6,1,1,1,True,False,False,False,True
25,9,2,1,1,False,True,False,False,True
42,7,1,1,1,False,False,True,False,True
28,8,2,1,0,True,False,False,False,True
42,5,1,1,0,False,False,True,True,False
45,7,2,1,1,True,False,False,True,False
27,8,2,1,1,True,False,False,False,True
30,2,2,1,0,True,False,False,False,True
39,9,2,0,1,True,False,False,True,False
35,0,1,1,0,False,True,False,False,True
51,3,2,1,1,False,False,True,False,True
35,10,1,1,1,True,False,False,True,False
42,5,3,1,1,False,True,False,True,False
35,2,4,1,0,True,False,False,True,False
66,0,1,0,1,False,True,False,True,False
38,0,1,1,0,False,False,True,False,True
45,8,2,1,0,True,False,False,True,False
30,1,1,0,0,False,False,True,False,True
49,5,2,0,0,False,True,False,True,False
51,8,1,1,1,True,False,False,False,True
39,5,1,1,1,False,True,False,False,True
92,3,1,0,1,True,False,False,False,True
36,1,2,1,1,True,False,False,False,True
38,9,2,0,0,False,True,False,False,True
25,5,1,1,1,False,True,False,False,True
38,10,1,0,0,False,False,True,False,True
36,7,2,1,0,False,False,True,True,False
23,5,2,0,0,True,False,False,True,False
39,2,1,0,0,False,False,True,False,True
47,9,1,0,1,False,True,False,False,True
25,2,2,1,0,False,True,False,True,False
34,7,2,1,1,True,False,False,False,True
32,5,1,1,1,False,False,True,True,False
43,8,1,0,1,True,False,False,True,False
25,3,2,0,1,True,False,False,False,True
20,8,2,1,1,False,True,False,False,True
31,9,2,0,0,True,False,False,True,False
40,5,2,0,0,True,False,False,False,True
28,8,1,0,0,False,False,True,False,True
59,8,1,1,1,False,False,True,True,False
44,2,2,1,0,True,False,False,True,False
24,7,2,1,0,True,False,False,True,False
38,6,2,1,0,False,False,True,True,False
27,2,1,0,1,False,False,True,True,False
40,8,2,0,1,False,True,False,True,False
46,6,1,0,0,False,False,True,True,False
35,3,1,1,0,False,False,True,True,False
32,5,2,1,0,False,False,True,True,False
43,1,1,1,1,False,False,True,True,False
46,5,1,0,0,False,False,True,True,False
29,8,2,1,0,True,False,False,True,False
20,8,2,1,1,False,False,True,False,True
28,9,2,1,1,True,False,False,False,True
28,5,2,1,1,True,False,False,False,True
38,6,2,1,1,True,False,False,False,True
29,5,2,1,0,False,False,True,True,False
37,8,1,0,0,False,False,True,False,True
29,9,2,1,0,False,True,False,False,True
20,3,2,0,1,False,False,True,False,True
53,10,1,0,1,True,False,False,True,False
31,4,2,0,1,True,False,False,False,True
40,2,1,1,0,False,True,False,True,False
29,7,1,0,0,True,False,False,False,True
27,6,2,0,1,True,False,False,True,False
33,9,2,0,1,False,True,False,True,False
30,1,2,1,1,False,True,False,True,False
28,9,2,1,1,True,False,False,False,True
42,4,1,0,1,False,True,False,False,True
42,7,3,0,0,True,False,False,True,False
36,8,2,0,1,True,False,False,False,True
35,4,1,1,0,False,False,True,False,True
41,4,1,0,1,False,True,False,True,False
48,1,2,1,1,True,False,False,True,False
69,3,2,1,1,True,False,False,False,True
46,7,2,1,0,False,False,True,True,False
32,0,2,1,1,False,True,False,False,True
48,8,2,1,0,False,False,True,False,True
64,0,2,0,1,True,False,False,False,True
31,5,2,1,1,True,False,False,False,True
29,10,2,1,1,False,False,True,True,False
46,5,1,1,0,True,False,False,True,False
40,5,3,1,0,False,True,False,False,True
39,1,1,1,1,False,True,False,True,False
46,1,4,1,0,True,False,False,True,False
30,9,1,1,1,True,False,False,False,True
35,9,2,0,1,True,False,False,False,True
43,8,1,1,0,False,False,True,False,True
30,4,1,1,0,True,False,False,False,True
30,2,1,1,1,False,False,True,False,True
28,1,2,1,1,False,False,True,True,False
37,6,1,0,1,False,True,False,True,False
29,5,2,0,0,True,False,False,True,False
28,4,1,1,1,False,False,True,True,False
31,10,1,1,0,False,True,False,False,True
33,6,1,0,0,True,False,False,False,True
35,5,2,0,0,False,False,True,True,False
35,6,2,1,1,True,False,False,False,True
32,7,1,1,1,True,False,False,True,False
32,9,1,1,1,True,False,False,True,False
40,8,1,0,0,False,True,False,True,False
36,5,1,1,0,False,True,False,True,False
38,3,1,0,0,True,False,False,True,False
40,1,2,1,0,True,False,False,True,False
43,8,2,1,0,False,True,False,True,False
38,9,2,1,1,False,False,True,True,False
38,1,2,1,1,True,False,False,False,True
30,8,2,1,0,True,False,False,True,False
39,3,2,1,0,True,False,False,False,True
35,6,2,1,1,False,False,True,False,True
55,9,2,1,0,False,False,True,False,True
39,0,2,0,0,False,False,True,True,False
41,2,2,0,1,False,True,False,False,True
50,2,2,1,0,False,False,True,False,True
34,3,2,1,1,True,False,False,True,False
40,8,1,1,0,True,False,False,False,True
19,9,1,1,1,False,True,False,True,False
33,3,2,1,0,False,True,False,False,True
31,8,2,1,0,True,False,False,False,True
38,1,2,1,0,False,False,True,True,False
38,5,2,1,1,False,True,False,False,True
27,1,1,0,1,False,False,True,True,False
35,6,1,1,0,False,True,False,True,False
34,4,2,1,0,True,False,False,False,True
46,1,2,0,0,True,False,False,True,False
47,10,1,1,0,True,False,False,False,True
40,3,1,1,1,False,False,True,False,True
50,7,1,1,1,True,False,False,False,True
36,4,1,1,0,True,False,False,False,True
42,6,2,1,0,False,True,False,False,True
38,0,1,1,0,False,False,True,False,True
33,10,2,1,0,True,False,False,False,True
40,3,2,1,1,True,False,False,True,False
44,7,2,1,1,False,True,False,False,True
54,6,1,1,0,True,False,False,False,True
41,3,2,1,0,True,False,False,False,True
31,3,1,1,1,True,False,False,False,True
28,6,2,1,0,False,True,False,True,False
50,9,4,1,1,True,False,False,False,True
41,6,2,1,0,False,False,True,False,True
26,7,2,1,1,False,False,True,True,False
53,5,1,1,1,False,False,True,False,True
40,9,2,0,1,True,False,False,False,True
52,0,1,1,0,False,False,True,False,True
20,4,1,0,1,True,False,False,True,False
38,5,2,1,0,True,False,False,False,True
38,1,1,0,1,False,False,True,False,True
43,4,2,1,1,False,False,True,True,False
42,0,2,0,1,False,True,False,False,True
38,7,2,0,0,False,False,True,False,True
29,9,2,1,0,False,False,True,True,False
37,1,2,1,1,False,True,False,True,False
49,5,1,1,0,False,False,True,False,True
23,5,1,0,0,True,False,False,True,False
25,5,1,0,1,False,True,False,True,False
25,1,1,0,1,False,True,False,True,False
37,1,1,1,0,True,False,False,True,False
35,7,1,1,1,True,False,False,True,False
34,6,2,0,0,False,True,False,True,False
41,10,1,1,1,False,True,False,False,True
37,7,1,1,1,True,False,False,True,False
41,7,1,0,1,False,False,True,False,True
32,1,1,0,1,False,True,False,True,False
32,10,1,1,0,False,False,True,False,True
42,9,1,1,0,False,False,True,True,False
47,6,1,0,0,True,False,False,True,False
18,10,2,0,1,True,False,False,False,True
43,6,3,1,0,False,True,False,False,True
63,1,2,1,0,True,False,False,True,False
38,6,2,1,1,False,False,True,True,False
39,7,1,1,1,False,False,True,False,True
32,5,1,1,1,False,True,False,False,True
22,3,1,0,1,True,False,False,False,True
39,4,2,1,0,True,False,False,False,True
32,3,2,1,1,False,True,False,False,True
77,3,2,0,1,False,True,False,False,True
35,1,2,0,0,False,False,True,False,True
32,8,1,1,1,True,False,False,False,True
40,6,1,1,1,True,False,False,True,False
29,4,1,1,0,False,True,False,True,False
47,5,2,0,0,True,False,False,False,True
38,1,2,1,0,True,False,False,False,True
53,1,1,1,0,False,True,False,True,False
38,0,2,1,0,True,False,False,True,False
31,8,1,0,0,True,False,False,True,False
39,8,2,1,1,False,False,True,False,True
44,5,1,0,1,True,False,False,False,True
38,1,2,1,0,False,False,True,False,True
37,9,1,1,0,True,False,False,False,True
36,10,2,0,1,True,False,False,True,False
44,5,2,1,0,False,False,True,False,True
33,7,1,0,1,False,True,False,True,False
33,8,2,1,0,False,True,False,False,True
42,1,2,0,1,True,False,False,True,False
44,10,1,1,0,False,True,False,True,False
48,8,1,1,0,False,False,True,True,False
37,3,1,1,0,True,False,False,False,True
34,3,1,1,1,False,False,True,False,True
29,5,2,0,1,False,True,False,False,True
35,1,2,1,0,False,False,True,True,False
45,1,2,1,1,True,False,False,True,False
55,6,1,1,0,False,True,False,True,False
28,5,2,0,1,False,True,False,False,True
29,4,1,1,1,False,True,False,True,False
34,5,2,0,0,True,False,False,False,True
38,7,1,1,0,True,False,False,True,False
48,3,2,1,1,False,True,False,True,False
36,2,2,1,1,True,False,False,False,True
32,7,1,1,0,False,False,True,True,False
44,8,1,1,1,True,False,False,True,False
37,7,1,0,0,True,False,False,False,True
42,9,2,1,0,False,False,True,True,False
38,0,1,0,0,False,False,True,False,True
25,9,2,1,1,True,False,False,True,False
31,2,2,1,0,True,False,False,True,False
55,3,1,1,1,False,False,True,False,True
35,7,1,0,0,True,False,False,False,True
58,1,1,0,1,False,True,False,False,True
57,2,1,1,1,False,False,True,True,False
31,1,3,1,1,False,True,False,True,False
42,3,1,1,0,True,False,False,False,True
40,7,2,1,0,True,False,False,False,True
27,1,1,0,1,False,False,True,False,True
43,6,3,0,0,True,False,False,True,False
45,10,1,1,0,False,True,False,False,True
35,7,2,1,0,True,False,False,False,True
48,1,2,0,0,False,True,False,True,False
39,2,3,0,0,False,False,True,True,False
48,5,1,0,1,True,False,False,False,True
35,9,1,1,0,False,True,False,False,True
39,9,1,1,0,False,True,False,False,True
35,5,2,0,1,False,True,False,True,False
43,8,1,0,1,True,False,False,False,True
33,5,2,1,0,False,False,True,False,True
36,4,1,0,1,False,True,False,True,False
33,3,2,0,1,True,False,False,False,True
51,4,1,1,0,False,True,False,False,True
39,4,1,0,0,True,False,False,True,False
57,4,1,0,0,True,False,False,True,False
46,4,3,1,0,True,False,False,True,False
39,2,1,1,0,True,False,False,False,True
40,4,1,1,0,True,False,False,False,True
35,4,1,1,1,False,False,True,True,False
54,9,1,0,1,True,False,False,True,False
43,3,2,0,1,False,False,True,True,False
56,10,3,0,1,True,False,False,True,False
52,1,3,1,1,True,False,False,False,True
30,9,1,0,1,True,False,False,True,False
25,7,1,0,1,True,False,False,True,False
37,10,2,1,1,False,True,False,True,False
62,8,1,1,1,True,False,False,True,False
37,9,2,0,1,True,False,False,False,True
37,0,2,0,0,False,False,True,True,False
61,3,1,1,1,False,False,True,False,True
43,10,1,1,1,False,False,True,False,True
36,8,1,1,1,False,True,False,True,False
35,2,1,0,1,False,True,False,False,True
49,4,1,1,0,False,True,False,False,True
40,5,2,1,0,False,False,True,False,True
26,4,2,1,0,True,False,False,False,True
35,5,1,1,0,False,True,False,True,False
34,9,1,1,0,True,False,False,False,True
26,3,1,1,0,False,False,True,True,False
25,1,1,0,0,True,False,False,False,True
32,10,1,1,0,True,False,False,False,True
25,9,2,1,1,False,False,True,False,True
34,8,2,1,1,True,False,False,False,True
37,5,2,1,0,True,False,False,True,False
45,9,1,0,0,False,True,False,False,True
39,5,1,1,0,True,False,False,True,False
34,10,1,1,0,False,True,False,True,False
39,4,1,1,0,True,False,False,True,False
64,8,2,1,0,False,True,False,True,False
44,0,2,1,1,False,True,False,False,True
40,8,1,1,0,False,False,True,False,True
39,10,2,1,0,True,False,False,False,True
44,2,2,1,0,False,False,True,False,True
46,5,1,1,1,False,False,True,True,False
38,3,1,0,0,True,False,False,False,True
56,6,2,1,0,False,False,True,True,False
43,1,1,1,0,False,False,True,True,False
42,0,1,1,1,False,True,False,False,True
38,9,2,1,0,False,False,True,False,True
29,7,2,1,1,True,False,False,False,True
36,7,2,1,0,False,False,True,False,True
24,10,2,1,1,True,False,False,False,True
25,4,2,1,0,True,False,False,False,True
44,3,2,1,1,True,False,False,False,True
28,5,1,1,1,False,False,True,False,True
26,7,1,1,0,True,False,False,False,True
24,8,1,1,0,True,False,False,True,False
48,0,2,0,1,True,False,False,True,False
44,9,2,0,0,True,False,False,True,False
73,7,2,0,0,True,False,False,True,False
35,8,1,1,0,False,False,True,False,True
31,6,1,1,0,True,False,False,True,False
44,2,1,0,1,False,False,True,False,True
30,0,1,1,1,True,False,False,False,True
37,2,2,1,1,True,False,False,True,False
39,7,2,1,1,False,True,False,True,False
59,5,1,1,1,True,False,False,False,True
71,8,2,1,1,True,False,False,True,False
39,9,1,1,0,True,False,False,False,True
42,4,1,1,0,False,True,False,True,False
33,1,2,1,0,True,False,False,False,True
31,9,2,1,0,False,True,False,False,True
75,2,1,1,0,True,False,False,True,False
25,5,1,1,0,False,True,False,True,False
35,4,2,1,0,True,False,False,True,False
37,3,1,1,0,True,False,False,False,True
31,3,2,0,1,True,False,False,False,True
31,2,2,1,1,True,False,False,False,True
35,6,2,0,1,False,True,False,False,True
31,10,2,0,0,False,False,True,True,False
51,7,1,1,0,True,False,False,True,False
45,2,2,1,0,True,False,False,False,True
